level,code,type,name
3,331023,县,天台县
3,331024,县,仙居县
3,331081,县级市,温岭市
3,331082,县级市,临海市
3,331083,县级市,玉环市
2,331100,地级市,丽水市
3,331102,市辖区,莲都区
3,331121,县,青田县
3,331122,县,缙云县
3,331123,县,遂昌县
3,331124,县,松阳县
3,331125,县,云和县
3,331126,县,庆元县
3,331127,自治县,景宁畲族自治县
3,331181,县级市,龙泉市
1,340000,省,安徽省
2,340100,地级市,合肥市
3,340102,市辖区,瑶海区
3,340103,市辖区,庐阳区
3,340104,市辖区,蜀山区
3,340111,市辖区,包河区
3,340121,县,长丰县
3,340122,县,肥东县
3,340123,县,肥西县
3,340124,县,庐江县
3,340181,县级市,巢湖市
2,340200,地级市,芜湖市
3,340202,市辖区,镜湖区
3,340207,市辖区,鸠江区
3,340209,市辖区,弋江区
3,340210,市辖区,湾沚区
3,340212,市辖区,繁昌区
3,340223,县,南陵县
3,340281,县级市,无为市
2,340300,地级市,蚌埠市
3,340302,市辖区,龙子湖区
3,340303,市辖区,蚌山区
3,340304,市辖区,禹会区
3,340311,市辖区,淮上区
3,340321,县,怀远县
3,340322,县,五河县
3,340323,县,固镇县
2,340400,地级市,淮南市
3,340402,市辖区,大通区
3,340403,市辖区,田家庵区
3,340404,市辖区,谢家集区
3,340405,市辖区,八公山区
3,340406,市辖区,潘集区
3,340421,县,凤台县
3,340422,县,寿县
2,340500,地级市,马鞍山市
3,340503,市辖区,花山区
3,340504,市辖区,雨山区
3,340506,市辖区,博望区
3,340521,县,当涂县
3,340522,县,含山县
3,340523,县,和县
2,340600,地级市,淮北市
3,340602,市辖区,杜集区
3,340603,市辖区,相山区
3,340604,市辖区,烈山区
3,340621,县,濉溪县
2,340700,地级市,铜陵市
3,340705,市辖区,铜官区
3,340706,市辖区,义安区
3,340711,市辖区,郊区
3,340722,县,枞阳县
2,340800,地级市,安庆市
3,340802,市辖区,迎江区
3,340803,市辖区,大观区
3,340811,市辖区,宜秀区
3,340822,县,怀宁县
3,340825,县,太湖县
3,340826,县,宿松县
3,340827,县,望江县
3,340828,县,岳西县
3,340881,县级市,桐城市
3,340882,县级市,潜山市
2,341000,地级市,黄山市
3,341002,市辖区,屯溪区
3,341003,市辖区,黄山区
3,341004,市辖区,徽州区
3,341021,县,歙县
3,341022,县,休宁县
3,341023,县,黟县
3,341024,县,祁门县
2,341100,地级市,滁州市
3,341102,市辖区,琅琊区
3,341103,市辖区,南谯区
3,341122,县,来安县
3,341124,县,全椒县
3,341125,县,定远县
3,341126,县,凤阳县
3,341181,县级市,天长市
3,341182,县级市,明光市
2,341200,地级市,阜阳市
3,341202,市辖区,颍州区
3,341203,市辖区,颍东区
3,341204,市辖区,颍泉区
3,341221,县,临泉县
3,341222,县,太和县
3,341225,县,阜南县
3,341226,县,颍上县
3,341282,县级市,界首市
2,341300,地级市,宿州市
3,341302,市辖区,埇桥区
3,341321,县,砀山县
3,341322,县,萧县
3,341323,县,灵璧县
3,341324,县,泗县
2,341500,地级市,六安市
3,341502,市辖区,金安区
3,341503,市辖区,裕安区
3,341504,市辖区,叶集区
3,341522,县,霍邱县
3,341523,县,舒城县
3,341524,县,金寨县
3,341525,县,霍山县
2,341600,地级市,亳州市
3,341602,市辖区,谯城区
3,341621,县,涡阳县
3,341622,县,蒙城县
3,341623,县,利辛县
2,341700,地级市,池州市
3,341702,市辖区,贵池区
3,341721,县,东至县
3,341722,县,石台县
3,341723,县,青阳县
2,341800,地级市,宣城市
3,341802,市辖区,宣州区
3,341821,县,郎溪县
3,341823,县,泾县
3,341824,县,绩溪县
3,341825,县,旌德县
3,341881,县级市,宁国市
3,341882,县级市,广德市
1,350000,省,福建省
2,350100,地级市,福州市
3,350102,市辖区,鼓楼区
3,350103,市辖区,台江区
3,350104,市辖区,仓山区
3,350105,市辖区,马尾区
3,350111,市辖区,晋安区
3,350112,市辖区,长乐区
3,350121,县,闽侯县
3,350122,县,连江县
3,350123,县,罗源县
3,350124,县,闽清县
3,350125,县,永泰县
3,350128,县,平潭县
3,350181,县级市,福清市
2,350200,地级市,厦门市
3,350203,市辖区,思明区
3,350205,市辖区,海沧区
3,350206,市辖区,湖里区
3,350211,市辖区,集美区
3,350212,市辖区,同安区
3,350213,市辖区,翔安区
2,350300,地级市,莆田市
3,350302,市辖区,城厢区
3,350303,市辖区,涵江区
3,350304,市辖区,荔城区
3,350305,市辖区,秀屿区
3,350322,县,仙游县
2,350400,地级市,三明市
3,350404,市辖区,三元区
3,350405,市辖区,沙县区
3,350421,县,明溪县
3,350423,县,清流县
3,350424,县,宁化县
3,350425,县,大田县
3,350426,县,尤溪县
3,350428,县,将乐县
3,350429,县,泰宁县
3,350430,县,建宁县
3,350481,县级市,永安市
2,350500,地级市,泉州市
3,350502,市辖区,鲤城区
3,350503,市辖区,丰泽区
3,350504,市辖区,洛江区
3,350505,市辖区,泉港区
3,350521,县,惠安县
3,350524,县,安溪县
3,350525,县,永春县
3,350526,县,德化县
3,350527,县,金门县
3,350581,县级市,石狮市
3,350582,县级市,晋江市
3,350583,县级市,南安市
2,350600,地级市,漳州市
3,350602,市辖区,芗城区
3,350603,市辖区,龙文区
3,350604,市辖区,龙海区
3,350605,市辖区,长泰区
3,350622,县,云霄县
3,350623,县,漳浦县
3,350624,县,诏安县
3,350626,县,东山县
3,350627,县,南靖县
3,350628,县,平和县
3,350629,县,华安县
2,350700,地级市,南平市
3,350702,市辖区,延平区
3,350703,市辖区,建阳区
3,350721,县,顺昌县
3,350722,县,浦城县
3,350723,县,光泽县
3,350724,县,松溪县
3,350725,县,政和县
3,350781,县级市,邵武市
3,350782,县级市,武夷山市
3,350783,县级市,建瓯市
2,350800,地级市,龙岩市
3,350802,市辖区,新罗区
3,350803,市辖区,永定区
3,350821,县,长汀县
3,350823,县,上杭县
3,350824,县,武平县
3,350825,县,连城县
3,350881,县级市,漳平市
2,350900,地级市,宁德市
3,350902,市辖区,蕉城区
3,350921,县,霞浦县
3,350922,县,古田县
3,350923,县,屏南县
3,350924,县,寿宁县
3,350925,县,周宁县
3,350926,县,柘荣县
3,350981,县级市,福安市
3,350982,县级市,福鼎市
1,360000,省,江西省
2,360100,地级市,南昌市
3,360102,市辖区,东湖区
3,360103,市辖区,西湖区
3,360104,市辖区,青云谱区
3,360111,市辖区,青山湖区
3,360112,市辖区,新建区
3,360113,市辖区,红谷滩区
3,360121,县,南昌县
3,360123,县,安义县
3,360124,县,进贤县
2,360200,地级市,景德镇市
3,360202,市辖区,昌江区
3,360203,市辖区,珠山区
3,360222,县,浮梁县
3,360281,县级市,乐平市
2,360300,地级市,萍乡市
3,360302,市辖区,安源区
3,360313,市辖区,湘东区
3,360321,县,莲花县
3,360322,县,上栗县
3,360323,县,芦溪县
2,360400,地级市,九江市
3,360402,市辖区,濂溪区
3,360403,市辖区,浔阳区
3,360404,市辖区,柴桑区
3,360423,县,武宁县
3,360424,县,修水县
3,360425,县,永修县
3,360426,县,德安县
3,360428,县,都昌县
3,360429,县,湖口县
3,360430,县,彭泽县
3,360481,县级市,瑞昌市
3,360482,县级市,共青城市
3,360483,县级市,庐山市
2,360500,地级市,新余市
3,360502,市辖区,渝水区
3,360521,县,分宜县
2,360600,地级市,鹰潭市
3,360602,市辖区,月湖区
3,360603,市辖区,余江区
3,360681,县级市,贵溪市
2,360700,地级市,赣州市
3,360702,市辖区,章贡区
3,360703,市辖区,南康区
3,360704,市辖区,赣县区
3,360722,县,信丰县
3,360723,县,大余县
3,360724,县,上犹县
3,360725,县,崇义县
3,360726,县,安远县
3,360728,县,定南县
3,360729,县,全南县
3,360730,县,宁都县
3,360731,县,于都县
3,360732,县,兴国县
3,360733,县,会昌县
3,360734,县,寻乌县
3,360735,县,石城县
3,360781,县级市,瑞金市
3,360783,县级市,龙南市
2,360800,地级市,吉安市
3,360802,市辖区,吉州区
3,360803,市辖区,青原区
3,360821,县,吉安县
3,360822,县,吉水县
3,360823,县,峡江县
3,360824,县,新干县
3,360825,县,永丰县
3,360826,县,泰和县
3,360827,县,遂川县
3,360828,县,万安县
3,360829,县,安福县
3,360830,县,永新县
3,360881,县级市,井冈山市
2,360900,地级市,宜春市
3,360902,市辖区,袁州区
3,360921,县,奉新县
3,360922,县,万载县
3,360923,县,上高县
3,360924,县,宜丰县
3,360925,县,靖安县
3,360926,县,铜鼓县
3,360981,县级市,丰城市
3,360982,县级市,樟树市
3,360983,县级市,高安市
2,361000,地级市,抚州市
3,361002,市辖区,临川区
3,361003,市辖区,东乡区
3,361021,县,南城县
3,361022,县,黎川县
3,361023,县,南丰县
3,361024,县,崇仁县
3,361025,县,乐安县
3,361026,县,宜黄县
3,361027,县,金溪县
3,361028,县,资溪县
3,361030,县,广昌县
2,361100,地级市,上饶市
3,361102,市辖区,信州区
3,361103,市辖区,广丰区
3,361104,市辖区,广信区
3,361123,县,玉山县
3,361124,县,铅山县
3,361125,县,横峰县
3,361126,县,弋阳县
3,361127,县,余干县
3,361128,县,鄱阳县
3,361129,县,万年县
3,361130,县,婺源县
3,361181,县级市,德兴市
1,370000,省,山东省
2,370100,地级市,济南市
3,370102,市辖区,历下区
3,370103,市辖区,市中区
3,370104,市辖区,槐荫区
3,370105,市辖区,天桥区
3,370112,市辖区,历城区
3,370113,市辖区,长清区
3,370114,市辖区,章丘区
3,370115,市辖区,济阳区
3,370116,市辖区,莱芜区
3,370117,市辖区,钢城区
3,370124,县,平阴县
3,370126,县,商河县
2,370200,地级市,青岛市
3,370202,市辖区,市南区
3,370203,市辖区,市北区
3,370211,市辖区,黄岛区
3,370212,市辖区,崂山区
3,370213,市辖区,李沧区
3,370214,市辖区,城阳区
3,370215,市辖区,即墨区
3,370281,县级市,胶州市
3,370283,县级市,平度市
3,370285,县级市,莱西市
2,370300,地级市,淄博市
3,370302,市辖区,淄川区
3,370303,市辖区,张店区
3,370304,市辖区,博山区
3,370305,市辖区,临淄区
3,370306,市辖区,周村区
3,370321,县,桓台县
3,370322,县,高青县
3,370323,县,沂源县
2,370400,地级市,枣庄市
3,370402,市辖区,市中区
3,370403,市辖区,薛城区
3,370404,市辖区,峄城区
3,370405,市辖区,台儿庄区
3,370406,市辖区,山亭区
3,370481,县级市,滕州市
2,370500,地级市,东营市
3,370502,市辖区,东营区
3,370503,市辖区,河口区
3,370505,市辖区,垦利区
3,370522,县,利津县
3,370523,县,广饶县
2,370600,地级市,烟台市
3,370602,市辖区,芝罘区
3,370611,市辖区,福山区
3,370612,市辖区,牟平区
3,370613,市辖区,莱山区
3,370614,市辖区,蓬莱区
3,370681,县级市,龙口市
3,370682,县级市,莱阳市
3,370683,县级市,莱州市
3,370685,县级市,招远市
3,370686,县级市,栖霞市
3,370687,县级市,海阳市
2,370700,地级市,潍坊市
3,370702,市辖区,潍城区
3,370703,市辖区,寒亭区
3,370704,市辖区,坊子区
3,370705,市辖区,奎文区
3,370724,县,临朐县
3,370725,县,昌乐县
3,370781,县级市,青州市
3,370782,县级市,诸城市
3,370783,县级市,寿光市
3,370784,县级市,安丘市
3,370785,县级市,高密市
3,370786,县级市,昌邑市
2,370800,地级市,济宁市
3,370811,市辖区,任城区
3,370812,市辖区,兖州区
3,370826,县,微山县
3,370827,县,鱼台县
3,370828,县,金乡县
3,370829,县,嘉祥县
3,370830,县,汶上县
3,370831,县,泗水县
3,370832,县,梁山县
3,370881,县级市,曲阜市
3,370883,县级市,邹城市
2,370900,地级市,泰安市
3,370902,市辖区,泰山区
3,370911,市辖区,岱岳区
3,370921,县,宁阳县
3,370923,县,东平县
3,370982,县级市,新泰市
3,370983,县级市,肥城市
2,371000,地级市,威海市
3,371002,市辖区,环翠区
3,371003,市辖区,文登区
3,371082,县级市,荣成市
3,371083,县级市,乳山市
2,371100,地级市,日照市
3,371102,市辖区,东港区
3,371103,市辖区,岚山区
3,371121,县,五莲县
3,371122,县,莒县
2,371300,地级市,临沂市
3,371302,市辖区,兰山区
3,371311,市辖区,罗庄区
3,371312,市辖区,河东区
3,371321,县,沂南县
3,371322,县,郯城县
3,371323,县,沂水县
3,371324,县,兰陵县
3,371325,县,费县
3,371326,县,平邑县
3,371327,县,莒南县
3,371328,县,蒙阴县
3,371329,县,临沭县
2,371400,地级市,德州市
3,371402,市辖区,德城区
3,371403,市辖区,陵城区
3,371422,县,宁津县
3,371423,县,庆云县
3,371424,县,临邑县
3,371425,县,齐河县
3,371426,县,平原县
3,371427,县,夏津县
3,371428,县,武城县
3,371481,县级市,乐陵市
3,371482,县级市,禹城市
2,371500,地级市,聊城市
3,371502,市辖区,东昌府区
3,371503,市辖区,茌平区
3,371521,县,阳谷县
3,371522,县,莘县
3,371524,县,东阿县
3,371525,县,冠县
3,371526,县,高唐县
3,371581,县级市,临清市
2,371600,地级市,滨州市
3,371602,市辖区,滨城区
3,371603,市辖区,沾化区
3,371621,县,惠民县
3,371622,县,阳信县
3,371623,县,无棣县
3,371625,县,博兴县
3,371681,县级市,邹平市
2,371700,地级市,菏泽市
3,371702,市辖区,牡丹区
3,371703,市辖区,定陶区
3,371721,县,曹县
3,371722,县,单县
3,371723,县,成武县
3,371724,县,巨野县
3,371725,县,郓城县
3,371726,县,鄄城县
3,371728,县,东明县
1,410000,省,河南省
2,410100,地级市,郑州市
3,410102,市辖区,中原区
3,410103,市辖区,二七区
3,410104,市辖区,管城回族区
3,410105,市辖区,金水区
3,410106,市辖区,上街区
3,410108,市辖区,惠济区
3,410122,县,中牟县
3,410181,县级市,巩义市
3,410182,县级市,荥阳市
3,410183,县级市,新密市
3,410184,县级市,新郑市
3,410185,县级市,登封市
2,410200,地级市,开封市
3,410202,市辖区,龙亭区
3,410203,市辖区,顺河回族区
3,410204,市辖区,鼓楼区
3,410205,市辖区,禹王台区
3,410212,市辖区,祥符区
3,410221,县,杞县
3,410222,县,通许县
3,410223,县,尉氏县
3,410225,县,兰考县
2,410300,地级市,洛阳市
3,410302,市辖区,老城区
3,410303,市辖区,西工区
3,410304,市辖区,瀍河回族区
3,410305,市辖区,涧西区
3,410307,市辖区,偃师区
3,410308,市辖区,孟津区
3,410311,市辖区,洛龙区
3,410323,县,新安县
3,410324,县,栾川县
3,410325,县,嵩县
3,410326,县,汝阳县
3,410327,县,宜阳县
3,410328,县,洛宁县
3,410329,县,伊川县
2,410400,地级市,平顶山市
3,410402,市辖区,新华区
3,410403,市辖区,卫东区
3,410404,市辖区,石龙区
3,410411,市辖区,湛河区
3,410421,县,宝丰县
3,410422,县,叶县
3,410423,县,鲁山县
3,410425,县,郏县
3,410481,县级市,舞钢市
3,410482,县级市,汝州市
2,410500,地级市,安阳市
3,410502,市辖区,文峰区
3,410503,市辖区,北关区
3,410505,市辖区,殷都区
3,410506,市辖区,龙安区
3,410522,县,安阳县
3,410523,县,汤阴县
3,410526,县,滑县
3,410527,县,内黄县
3,410581,县级市,林州市
2,410600,地级市,鹤壁市
3,410602,市辖区,鹤山区
3,410603,市辖区,山城区
3,410611,市辖区,淇滨区
3,410621,县,浚县
3,410622,县,淇县
2,410700,地级市,新乡市
3,410702,市辖区,红旗区
3,410703,市辖区,卫滨区
3,410704,市辖区,凤泉区
3,410711,市辖区,牧野区
3,410721,县,新乡县
3,410724,县,获嘉县
3,410725,县,原阳县
3,410726,县,延津县
3,410727,县,封丘县
3,410781,县级市,卫辉市
3,410782,县级市,辉县市
3,410783,县级市,长垣市
2,410800,地级市,焦作市
3,410802,市辖区,解放区
3,410803,市辖区,中站区
3,410804,市辖区,马村区
3,410811,市辖区,山阳区
3,410821,县,修武县
3,410822,县,博爱县
3,410823,县,武陟县
3,410825,县,温县
3,410882,县级市,沁阳市
3,410883,县级市,孟州市
2,410900,地级市,濮阳市
3,410902,市辖区,华龙区
3,410922,县,清丰县
3,410923,县,南乐县
3,410926,县,范县
3,410927,县,台前县
3,410928,县,濮阳县
2,411000,地级市,许昌市
3,411002,市辖区,魏都区
3,411003,市辖区,建安区
3,411024,县,鄢陵县
3,411025,县,襄城县
3,411081,县级市,禹州市
3,411082,县级市,长葛市
2,411100,地级市,漯河市
3,411102,市辖区,源汇区
3,411103,市辖区,郾城区
3,411104,市辖区,召陵区
3,411121,县,舞阳县
3,411122,县,临颍县
2,411200,地级市,三门峡市
3,411202,市辖区,湖滨区
3,411203,市辖区,陕州区
3,411221,县,渑池县
3,411224,县,卢氏县
3,411281,县级市,义马市
3,411282,县级市,灵宝市
2,411300,地级市,南阳市
3,411302,市辖区,宛城区
3,411303,市辖区,卧龙区
3,411321,县,南召县
3,411322,县,方城县
3,411323,县,西峡县
3,411324,县,镇平县
3,411325,县,内乡县
3,411326,县,淅川县
3,411327,县,社旗县
3,411328,县,唐河县
3,411329,县,新野县
3,411330,县,桐柏县
3,411381,县级市,邓州市
2,411400,地级市,商丘市
3,411402,市辖区,梁园区
3,411403,市辖区,睢阳区
3,411421,县,民权县
3,411422,县,睢县
3,411423,县,宁陵县
3,411424,县,柘城县
3,411425,县,虞城县
3,411426,县,夏邑县
3,411481,县级市,永城市
2,411500,地级市,信阳市
3,411502,市辖区,浉河区
3,411503,市辖区,平桥区
3,411521,县,罗山县
3,411522,县,光山县
3,411523,县,新县
3,411524,县,商城县
3,411525,县,固始县
3,411526,县,潢川县
3,411527,县,淮滨县
3,411528,县,息县
2,411600,地级市,周口市
3,411602,市辖区,川汇区
3,411603,市辖区,淮阳区
3,411621,县,扶沟县
3,411622,县,西华县
3,411623,县,商水县
3,411624,县,沈丘县
3,411625,县,郸城县
3,411627,县,太康县
3,411628,县,鹿邑县
3,411681,县级市,项城市
2,411700,地级市,驻马店市
3,411702,市辖区,驿城区
3,411721,县,西平县
3,411722,县,上蔡县
3,411723,县,平舆县
3,411724,县,正阳县
3,411725,县,确山县
3,411726,县,泌阳县
3,411727,县,汝南县
3,411728,县,遂平县
3,411729,县,新蔡县
3,419001,县级市,济源市
1,420000,省,湖北省
2,420100,地级市,武汉市
3,420102,市辖区,江岸区
3,420103,市辖区,江汉区
3,420104,市辖区,硚口区
3,420105,市辖区,汉阳区
3,420106,市辖区,武昌区
3,420107,市辖区,青山区
3,420111,市辖区,洪山区
3,420112,市辖区,东西湖区
3,420113,市辖区,汉南区
3,420114,市辖区,蔡甸区
3,420115,市辖区,江夏区
3,420116,市辖区,黄陂区
3,420117,市辖区,新洲区
2,420200,地级市,黄石市
3,420202,市辖区,黄石港区
3,420203,市辖区,西塞山区
3,420204,市辖区,下陆区
3,420205,市辖区,铁山区
3,420222,县,阳新县
3,420281,县级市,大冶市
2,420300,地级市,十堰市
3,420302,市辖区,茅箭区
3,420303,市辖区,张湾区
3,420304,市辖区,郧阳区
3,420322,县,郧西县
3,420323,县,竹山县
3,420324,县,竹溪县
3,420325,县,房县
3,420381,县级市,丹江口市
2,420500,地级市,宜昌市
3,420502,市辖区,西陵区
3,420503,市辖区,伍家岗区
3,420504,市辖区,点军区
3,420505,市辖区,猇亭区
3,420506,市辖区,夷陵区
3,420525,县,远安县
3,420526,县,兴山县
3,420527,县,秭归县
3,420528,自治县,长阳土家族自治县
3,420529,自治县,五峰土家族自治县
3,420581,县级市,宜都市
3,420582,县级市,当阳市
3,420583,县级市,枝江市
2,420600,地级市,襄阳市
3,420602,市辖区,襄城区
3,420606,市辖区,樊城区
3,420607,市辖区,襄州区
3,420624,县,南漳县
3,420625,县,谷城县
3,420626,县,保康县
3,420682,县级市,老河口市
3,420683,县级市,枣阳市
3,420684,县级市,宜城市
2,420700,地级市,鄂州市
3,420702,市辖区,梁子湖区
3,420703,市辖区,华容区
3,420704,市辖区,鄂城区
2,420800,地级市,荆门市
3,420802,市辖区,东宝区
3,420804,市辖区,掇刀区
3,420822,县,沙洋县
3,420881,县级市,钟祥市
3,420882,县级市,京山市
2,420900,地级市,孝感市
3,420902,市辖区,孝南区
3,420921,县,孝昌县
3,420922,县,大悟县
3,420923,县,云梦县
3,420981,县级市,应城市
3,420982,县级市,安陆市
3,420984,县级市,汉川市
2,421000,地级市,荆州市
3,421002,市辖区,沙市区
3,421003,市辖区,荆州区
3,421022,县,公安县
3,421024,县,江陵县
3,421081,县级市,石首市
3,421083,县级市,洪湖市
3,421087,县级市,松滋市
3,421088,县级市,监利市
2,421100,地级市,黄冈市
3,421102,市辖区,黄州区
3,421121,县,团风县
3,421122,县,红安县
3,421123,县,罗田县
3,421124,县,英山县
3,421125,县,浠水县
3,421126,县,蕲春县
3,421127,县,黄梅县
3,421181,县级市,麻城市
3,421182,县级市,武穴市
2,421200,地级市,咸宁市
3,421202,市辖区,咸安区
3,421221,县,嘉鱼县
3,421222,县,通城县
3,421223,县,崇阳县
3,421224,县,通山县
3,421281,县级市,赤壁市
2,421300,地级市,随州市
3,421303,市辖区,曾都区
3,421321,县,随县
3,421381,县级市,广水市
2,422800,自治州,恩施土家族苗族自治州
3,422801,县级市,恩施市
3,422802,县级市,利川市
3,422822,县,建始县
3,422823,县,巴东县
3,422825,县,宣恩县
3,422826,县,咸丰县
3,422827,县,来凤县
3,422828,县,鹤峰县
3,429004,县级市,仙桃市
3,429005,县级市,潜江市
3,429006,县级市,天门市
3,429021,林区,神农架林区
1,430000,省,湖南省
2,430100,地级市,长沙市
3,430102,市辖区,芙蓉区
3,430103,市辖区,天心区
3,430104,市辖区,岳麓区
3,430105,市辖区,开福区
3,430111,市辖区,雨花区
3,430112,市辖区,望城区
3,430121,县,长沙县
3,430181,县级市,浏阳市
3,430182,县级市,宁乡市
2,430200,地级市,株洲市
3,430202,市辖区,荷塘区
3,430203,市辖区,芦淞区
3,430204,市辖区,石峰区
3,430211,市辖区,天元区
3,430212,市辖区,渌口区
3,430223,县,攸县
3,430224,县,茶陵县
3,430225,县,炎陵县
3,430281,县级市,醴陵市
2,430300,地级市,湘潭市
3,430302,市辖区,雨湖区
3,430304,市辖区,岳塘区
3,430321,县,湘潭县
3,430381,县级市,湘乡市
3,430382,县级市,韶山市
2,430400,地级市,衡阳市
3,430405,市辖区,珠晖区
3,430406,市辖区,雁峰区
3,430407,市辖区,石鼓区
3,430408,市辖区,蒸湘区
3,430412,市辖区,南岳区
3,430421,县,衡阳县
3,430422,县,衡南县
3,430423,县,衡山县
3,430424,县,衡东县
3,430426,县,祁东县
3,430481,县级市,耒阳市
3,430482,县级市,常宁市
2,430500,地级市,邵阳市
3,430502,市辖区,双清区
3,430503,市辖区,大祥区
3,430511,市辖区,北塔区
3,430522,县,新邵县
3,430523,县,邵阳县
3,430524,县,隆回县
3,430525,县,洞口县
3,430527,县,绥宁县
3,430528,县,新宁县
3,430529,自治县,城步苗族自治县
3,430581,县级市,武冈市
3,430582,县级市,邵东市
2,430600,地级市,岳阳市
3,430602,市辖区,岳阳楼区
3,430603,市辖区,云溪区
3,430611,市辖区,君山区
3,430621,县,岳阳县
3,430623,县,华容县
3,430624,县,湘阴县
3,430626,县,平江县
3,430681,县级市,汨罗市
3,430682,县级市,临湘市
2,430700,地级市,常德市
3,430702,市辖区,武陵区
3,430703,市辖区,鼎城区
3,430721,县,安乡县
3,430722,县,汉寿县
3,430723,县,澧县
3,430724,县,临澧县
3,430725,县,桃源县
3,430726,县,石门县
3,430781,县级市,津市市
2,430800,地级市,张家界市
3,430802,市辖区,永定区
3,430811,市辖区,武陵源区
3,430821,县,慈利县
3,430822,县,桑植县
2,430900,地级市,益阳市
3,430902,市辖区,资阳区
3,430903,市辖区,赫山区
3,430921,县,南县
3,430922,县,桃江县
3,430923,县,安化县
3,430981,县级市,沅江市
2,431000,地级市,郴州市
3,431002,市辖区,北湖区
3,431003,市辖区,苏仙区
3,431021,县,桂阳县
3,431022,县,宜章县
3,431023,县,永兴县
3,431024,县,嘉禾县
3,431025,县,临武县
3,431026,县,汝城县
3,431027,县,桂东县
3,431028,县,安仁县
3,431081,县级市,资兴市
2,431100,地级市,永州市
3,431102,市辖区,零陵区
3,431103,市辖区,冷水滩区
3,431122,县,东安县
3,431123,县,双牌县
3,431124,县,道县
3,431125,县,江永县
3,431126,县,宁远县
3,431127,县,蓝山县
3,431128,县,新田县
3,431129,自治县,江华瑶族自治县
3,431181,县级市,祁阳市
2,431200,地级市,怀化市
3,431202,市辖区,鹤城区
3,431221,县,中方县
3,431222,县,沅陵县
3,431223,县,辰溪县
3,431224,县,溆浦县
3,431225,县,会同县
3,431226,自治县,麻阳苗族自治县
3,431227,自治县,新晃侗族自治县
3,431228,自治县,芷江侗族自治县
3,431229,自治县,靖州苗族侗族自治县
3,431230,自治县,通道侗族自治县
3,431281,县级市,洪江市
2,431300,地级市,娄底市
3,431302,市辖区,娄星区
3,431321,县,双峰县
3,431322,县,新化县
3,431381,县级市,冷水江市
3,431382,县级市,涟源市
2,433100,自治州,湘西土家族苗族自治州
3,433101,县级市,吉首市
3,433122,县,泸溪县
3,433123,县,凤凰县
3,433124,县,花垣县
3,433125,县,保靖县
3,433126,县,古丈县
3,433127,县,永顺县
3,433130,县,龙山县
1,440000,省,广东省
2,440100,地级市,广州市
3,440103,市辖区,荔湾区
3,440104,市辖区,越秀区
3,440105,市辖区,海珠区
3,440106,市辖区,天河区
3,440111,市辖区,白云区
3,440112,市辖区,黄埔区
3,440113,市辖区,番禺区
3,440114,市辖区,花都区
3,440115,市辖区,南沙区
3,440117,市辖区,从化区
3,440118,市辖区,增城区
2,440200,地级市,韶关市
3,440203,市辖区,武江区
3,440204,市辖区,浈江区
3,440205,市辖区,曲江区
3,440222,县,始兴县
3,440224,县,仁化县
3,440229,县,翁源县
3,440232,自治县,乳源瑶族自治县
3,440233,县,新丰县
3,440281,县级市,乐昌市
3,440282,县级市,南雄市
2,440300,地级市,深圳市
3,440303,市辖区,罗湖区
3,440304,市辖区,福田区
3,440305,市辖区,南山区
3,440306,市辖区,宝安区
3,440307,市辖区,龙岗区
3,440308,市辖区,盐田区
3,440309,市辖区,龙华区
3,440310,市辖区,坪山区
3,440311,市辖区,光明区
2,440400,地级市,珠海市
3,440402,市辖区,香洲区
3,440403,市辖区,斗门区
3,440404,市辖区,金湾区
2,440500,地级市,汕头市
3,440507,市辖区,龙湖区
3,440511,市辖区,金平区
3,440512,市辖区,濠江区
3,440513,市辖区,潮阳区
3,440514,市辖区,潮南区
3,440515,市辖区,澄海区
3,440523,县,南澳县
2,440600,地级市,佛山市
3,440604,市辖区,禅城区
3,440605,市辖区,南海区
3,440606,市辖区,顺德区
3,440607,市辖区,三水区
3,440608,市辖区,高明区
2,440700,地级市,江门市
3,440703,市辖区,蓬江区
3,440704,市辖区,江海区
3,440705,市辖区,新会区
3,440781,县级市,台山市
3,440783,县级市,开平市
3,440784,县级市,鹤山市
3,440785,县级市,恩平市
2,440800,地级市,湛江市
3,440802,市辖区,赤坎区
3,440803,市辖区,霞山区
3,440804,市辖区,坡头区
3,440811,市辖区,麻章区
3,440823,县,遂溪县
3,440825,县,徐闻县
3,440881,县级市,廉江市
3,440882,县级市,雷州市
3,440883,县级市,吴川市
2,440900,地级市,茂名市
3,440902,市辖区,茂南区
3,440904,市辖区,电白区
3,440981,县级市,高州市
3,440982,县级市,化州市
3,440983,县级市,信宜市
2,441200,地级市,肇庆市
3,441202,市辖区,端州区
3,441203,市辖区,鼎湖区
3,441204,市辖区,高要区
3,441223,县,广宁县
3,441224,县,怀集县
3,441225,县,封开县
3,441226,县,德庆县
3,441284,县级市,四会市
2,441300,地级市,惠州市
3,441302,市辖区,惠城区
3,441303,市辖区,惠阳区
3,441322,县,博罗县
3,441323,县,惠东县
3,441324,县,龙门县
2,441400,地级市,梅州市
3,441402,市辖区,梅江区
3,441403,市辖区,梅县区
3,441422,县,大埔县
3,441423,县,丰顺县
3,441424,县,五华县
3,441426,县,平远县
3,441427,县,蕉岭县
3,441481,县级市,兴宁市
2,441500,地级市,汕尾市
3,441502,市辖区,城区
3,441521,县,海丰县
3,441523,县,陆河县
3,441581,县级市,陆丰市
