level,code,type,name,revoked
1,110000000,直辖市,北京市,
3,110101000,市辖区,东城区,
4,110101001,街道,东华门街道,
4,110101002,街道,景山街道,
4,110101003,街道,交道口街道,
4,110101004,街道,安定门街道,
4,110101005,街道,北新桥街道,
4,110101006,街道,东四街道,
4,110101007,街道,朝阳门街道,
4,110101008,街道,建国门街道,
4,110101009,街道,东直门街道,
4,110101010,街道,和平里街道,
4,110101011,街道,前门街道,
4,110101012,街道,崇文门外街道,
4,110101013,街道,东花市街道,
4,110101014,街道,龙潭街道,
4,110101015,街道,体育馆路街道,
4,110101016,街道,天坛街道,
4,110101017,街道,永定门外街道,
3,110102000,市辖区,西城区,
4,110102001,街道,西长安街街道,
4,110102003,街道,新街口街道,
4,110102007,街道,月坛街道,
4,110102009,街道,展览路街道,
4,110102010,街道,德胜街道,
4,110102011,街道,金融街街道,
4,110102012,街道,什刹海街道,
4,110102013,街道,大栅栏街道,
4,110102014,街道,天桥街道,
4,110102015,街道,椿树街道,
4,110102016,街道,陶然亭街道,
4,110102017,街道,广安门内街道,
4,110102018,街道,牛街街道,
4,110102019,街道,白纸坊街道,
4,110102020,街道,广安门外街道,
3,110105000,市辖区,朝阳区,
4,110105001,街道,建外街道,
4,110105002,街道,朝外街道,
4,110105003,街道,呼家楼街道,
4,110105004,街道,三里屯街道,
4,110105005,街道,左家庄街道,
4,110105006,街道,香河园街道,
4,110105007,街道,和平街街道,
4,110105008,街道,安贞街道,
4,110105009,街道,亚运村街道,
4,110105010,街道,小关街道,
4,110105011,街道,酒仙桥街道,
4,110105012,街道,麦子店街道,
4,110105013,街道,团结湖街道,
4,110105014,街道,六里屯街道,
4,110105015,街道,八里庄街道,
4,110105016,街道,双井街道,
4,110105017,街道,劲松街道,
4,110105018,街道,潘家园街道,
4,110105019,街道,垡头街道,
4,110105021,乡,南磨房乡,
4,110105022,乡,高碑店乡,
4,110105023,乡,将台乡,
4,110105024,乡,太阳宫乡,
4,110105025,街道,大屯街道,
4,110105026,街道,望京街道,
4,110105027,乡,小红门乡,
4,110105028,乡,十八里店乡,
4,110105029,乡,平房乡,
4,110105030,乡,东风乡,
4,110105031,街道,奥运村街道,
4,110105032,乡,来广营乡,
4,110105033,民族乡,常营回族乡,
4,110105034,乡,三间房乡,
4,110105035,乡,管庄乡,
4,110105036,乡,金盏乡,
4,110105037,乡,孙河乡,
4,110105038,乡,崔各庄乡,
4,110105039,乡,东坝乡,
4,110105040,乡,黑庄户乡,
4,110105041,乡,豆各庄乡,
4,110105042,乡,王四营乡,
4,110105043,街道,东湖街道,
4,110105400,街道,首都机场街道,
3,110106000,市辖区,丰台区,
4,110106001,街道,右安门街道,
4,110106002,街道,太平桥街道,
4,110106003,街道,西罗园街道,
4,110106004,街道,大红门街道,
4,110106005,街道,南苑街道,
4,110106006,街道,东高地街道,
4,110106007,街道,东铁匠营街道,
4,110106008,街道,六里桥街道,
4,110106009,街道,丰台街道,
4,110106010,街道,新村街道,
4,110106011,街道,长辛店街道,
4,110106012,街道,云岗街道,
4,110106013,街道,方庄街道,
4,110106014,街道,宛平街道,
4,110106015,街道,马家堡街道,
4,110106016,街道,和义街道,
4,110106017,街道,卢沟桥街道,
4,110106018,街道,花乡街道,
4,110106020,街道,成寿寺街道,
4,110106021,街道,石榴庄街道,
4,110106022,街道,玉泉营街道,
4,110106023,街道,看丹街道,
4,110106024,街道,五里店街道,
4,110106025,街道,青塔街道,
4,110106100,镇,北宫镇,
4,110106101,镇,王佐镇,
3,110107000,市辖区,石景山区,
4,110107001,街道,八宝山街道,
4,110107002,街道,老山街道,
4,110107003,街道,八角街道,
4,110107004,街道,古城街道,
4,110107005,街道,苹果园街道,
4,110107006,街道,金顶街街道,
4,110107009,街道,广宁街道,
4,110107010,街道,五里坨街道,
4,110107011,街道,鲁谷街道,
3,110108000,市辖区,海淀区,
4,110108001,街道,万寿路街道,
4,110108002,街道,永定路街道,
4,110108003,街道,羊坊店街道,
4,110108004,街道,甘家口街道,
4,110108005,街道,八里庄街道,
4,110108006,街道,紫竹院街道,
4,110108007,街道,北下关街道,
4,110108008,街道,北太平庄街道,
4,110108010,街道,学院路街道,
4,110108011,街道,中关村街道,
4,110108012,街道,海淀街道,
4,110108013,街道,青龙桥街道,
4,110108014,街道,清华园街道,
4,110108015,街道,燕园街道,
4,110108016,街道,香山街道,
4,110108017,街道,清河街道,
4,110108018,街道,花园路街道,
4,110108019,街道,西三旗街道,
4,110108020,街道,马连洼街道,
4,110108021,街道,田村路街道,
4,110108022,街道,上地街道,
4,110108023,镇,海淀镇,
4,110108024,镇,东升镇,
4,110108025,街道,曙光街道,
4,110108026,镇,温泉镇,
4,110108027,镇,四季青镇,
4,110108028,镇,西北旺镇,
4,110108029,镇,苏家坨镇,
4,110108030,镇,上庄镇,
3,110109000,市辖区,门头沟区,
4,110109001,街道,大峪街道,
4,110109002,街道,城子街道,
4,110109003,街道,东辛房街道,
4,110109004,街道,大台街道,
4,110109005,镇,王平镇,
4,110109006,镇,永定镇,
4,110109007,镇,龙泉镇,
4,110109101,镇,潭柘寺镇,
4,110109104,镇,军庄镇,
4,110109105,镇,雁翅镇,
4,110109106,镇,斋堂镇,
4,110109107,镇,清水镇,
4,110109108,镇,妙峰山镇,
3,110111000,市辖区,房山区,
4,110111001,街道,城关街道,
4,110111002,街道,新镇街道,
4,110111004,街道,向阳街道,
4,110111005,街道,东风街道,
4,110111006,街道,迎风街道,
4,110111007,街道,星城街道,
4,110111008,镇,良乡镇,
4,110111009,镇,周口店镇,
4,110111010,镇,琉璃河镇,
4,110111011,街道,拱辰街道,
4,110111012,街道,西潞街道,
4,110111101,镇,阎村镇,
4,110111103,镇,窦店镇,
4,110111104,镇,石楼镇,
4,110111105,镇,长阳镇,
4,110111107,镇,河北镇,
4,110111108,镇,长沟镇,
4,110111109,镇,大石窝镇,
4,110111110,镇,张坊镇,
4,110111111,镇,十渡镇,
4,110111112,镇,青龙湖镇,
4,110111115,镇,韩村河镇,
4,110111208,乡,霞云岭乡,
4,110111209,乡,南窖乡,
4,110111210,乡,佛子庄乡,
4,110111211,乡,大安山乡,
4,110111212,乡,史家营乡,
4,110111213,乡,蒲洼乡,
3,110112000,市辖区,通州区,
4,110112001,街道,中仓街道,
4,110112002,街道,新华街道,
4,110112003,街道,北苑街道,
4,110112004,街道,玉桥街道,
4,110112007,街道,潞源街道,
4,110112008,街道,通运街道,
4,110112009,街道,文景街道,
4,110112010,街道,九棵树街道,
4,110112011,街道,临河里街道,
4,110112012,街道,杨庄街道,
4,110112013,街道,潞邑街道,
4,110112104,镇,宋庄镇,
4,110112105,镇,张家湾镇,
4,110112106,镇,漷县镇,
4,110112109,镇,马驹桥镇,
4,110112110,镇,西集镇,
4,110112114,镇,台湖镇,
4,110112117,镇,永乐店镇,
4,110112119,镇,潞城镇,
4,110112120,镇,永顺镇,
4,110112121,镇,梨园镇,
4,110112209,民族乡,于家务回族乡,
3,110113000,市辖区,顺义区,
4,110113001,街道,胜利街道,
4,110113002,街道,光明街道,
4,110113003,镇,仁和镇,
4,110113004,镇,后沙峪镇,
4,110113005,镇,天竺镇,
4,110113006,镇,杨镇,
4,110113007,镇,牛栏山镇,
4,110113008,镇,南法信镇,
4,110113009,镇,马坡镇,
4,110113010,街道,石园街道,
4,110113011,街道,空港街道,
4,110113012,街道,双丰街道,
4,110113013,街道,旺泉街道,
4,110113101,镇,高丽营镇,
4,110113104,镇,李桥镇,
4,110113105,镇,李遂镇,
4,110113106,镇,南彩镇,
4,110113108,镇,北务镇,
4,110113109,镇,大孙各庄镇,
4,110113110,镇,张镇,
4,110113111,镇,龙湾屯镇,
4,110113112,镇,木林镇,
4,110113113,镇,北小营镇,
4,110113115,镇,北石槽镇,
4,110113116,镇,赵全营镇,
3,110114000,市辖区,昌平区,
4,110114001,街道,城北街道,
4,110114002,镇,南口镇,
4,110114003,镇,马池口镇,
4,110114004,镇,沙河镇,
4,110114005,街道,城南街道,
4,110114007,镇,东小口镇,
4,110114008,街道,天通苑北街道,
4,110114009,街道,天通苑南街道,
4,110114010,街道,霍营街道,
4,110114011,街道,回龙观街道,
4,110114012,街道,龙泽园街道,
4,110114013,街道,史各庄街道,
4,110114104,镇,阳坊镇,
4,110114110,镇,小汤山镇,
4,110114111,镇,南邵镇,
4,110114112,镇,崔村镇,
4,110114113,镇,百善镇,
4,110114115,镇,北七家镇,
4,110114116,镇,兴寿镇,
4,110114118,镇,流村镇,
4,110114119,镇,十三陵镇,
4,110114120,镇,延寿镇,
3,110115000,市辖区,大兴区,
4,110115001,街道,兴丰街道,
4,110115002,街道,林校路街道,
4,110115003,街道,清源街道,
4,110115004,镇,亦庄镇,
4,110115005,镇,黄村镇,
4,110115006,镇,旧宫镇,
4,110115007,镇,西红门镇,
4,110115008,镇,瀛海镇,
4,110115009,街道,观音寺街道,
4,110115010,街道,天宫院街道,
4,110115011,街道,高米店街道,
4,110115012,街道,荣华街道,
4,110115013,街道,博兴街道,
4,110115103,镇,青云店镇,
4,110115104,镇,采育镇,
4,110115105,镇,安定镇,
4,110115106,镇,礼贤镇,
4,110115107,镇,榆垡镇,
4,110115108,镇,庞各庄镇,
4,110115109,镇,北臧村镇,
4,110115110,镇,魏善庄镇,
4,110115111,镇,长子营镇,
3,110116000,市辖区,怀柔区,
4,110116001,街道,泉河街道,
4,110116002,街道,龙山街道,
4,110116003,镇,怀柔镇,
4,110116004,镇,雁栖镇,
4,110116005,镇,庙城镇,
4,110116102,镇,北房镇,
4,110116103,镇,杨宋镇,
4,110116105,镇,桥梓镇,
4,110116106,镇,怀北镇,
4,110116107,镇,汤河口镇,
4,110116108,镇,渤海镇,
4,110116109,镇,九渡河镇,
4,110116110,镇,琉璃庙镇,
4,110116111,镇,宝山镇,
4,110116211,民族乡,长哨营满族乡,
4,110116213,民族乡,喇叭沟门满族乡,
3,110117000,市辖区,平谷区,
4,110117001,街道,滨河街道,
4,110117002,街道,兴谷街道,
4,110117003,镇,平谷镇,
4,110117004,镇,峪口镇,
4,110117005,镇,马坊镇,
4,110117006,镇,金海湖镇,
4,110117101,镇,东高村镇,
4,110117102,镇,山东庄镇,
4,110117104,镇,南独乐河镇,
4,110117105,镇,大华山镇,
4,110117106,镇,夏各庄镇,
4,110117108,镇,马昌营镇,
4,110117110,镇,王辛庄镇,
4,110117111,镇,大兴庄镇,
4,110117112,镇,刘家店镇,
4,110117114,镇,镇罗营镇,
4,110117213,乡,黄松峪乡,
4,110117214,乡,熊儿寨乡,
3,110118000,市辖区,密云区,
4,110118001,街道,鼓楼街道,
4,110118002,街道,果园街道,
4,110118003,民族乡,檀营满族蒙古族乡,
4,110118100,镇,密云镇,
4,110118101,镇,溪翁庄镇,
4,110118102,镇,西田各庄镇,
4,110118103,镇,十里堡镇,
4,110118104,镇,河南寨镇,
4,110118105,镇,巨各庄镇,
4,110118106,镇,穆家峪镇,
4,110118107,镇,太师屯镇,
4,110118108,镇,高岭镇,
4,110118109,镇,不老屯镇,
4,110118110,镇,冯家峪镇,
4,110118111,镇,古北口镇,
4,110118112,镇,大城子镇,
4,110118113,镇,东邵渠镇,
4,110118114,镇,北庄镇,
4,110118115,镇,新城子镇,
4,110118116,镇,石城镇,
3,110119000,市辖区,延庆区,
4,110119001,街道,百泉街道,
4,110119002,街道,香水园街道,
4,110119003,街道,儒林街道,
4,110119100,镇,延庆镇,
4,110119101,镇,康庄镇,
4,110119102,镇,八达岭镇,
4,110119103,镇,永宁镇,
4,110119104,镇,旧县镇,
4,110119105,镇,张山营镇,
4,110119106,镇,四海镇,
4,110119107,镇,千家店镇,
4,110119108,镇,沈家营镇,
4,110119109,镇,大榆树镇,
4,110119110,镇,井庄镇,
4,110119200,乡,大庄科乡,
4,110119201,乡,刘斌堡乡,
4,110119202,乡,香营乡,
4,110119203,乡,珍珠泉乡,
1,120000000,直辖市,天津市,
3,120101000,市辖区,和平区,
4,120101001,街道,劝业场街道,
4,120101002,街道,小白楼街道,
4,120101003,街道,五大道街道,
4,120101004,街道,新兴街道,
4,120101005,街道,南营门街道,
4,120101006,街道,南市街道,
3,120102000,市辖区,河东区,
4,120102001,街道,大王庄街道,
4,120102002,街道,大直沽街道,
4,120102003,街道,中山门街道,
4,120102004,街道,富民路街道,
4,120102005,街道,二号桥街道,
4,120102006,街道,春华街道,
4,120102007,街道,唐家口街道,
4,120102008,街道,向阳楼街道,
4,120102009,街道,常州道街道,
4,120102010,街道,上杭路街道,
4,120102011,街道,东新街道,
4,120102012,街道,鲁山道街道,
4,120102013,街道,天津铁厂街道,
3,120103000,市辖区,河西区,
4,120103001,街道,大营门街道,
4,120103002,街道,下瓦房街道,
4,120103003,街道,桃园街道,
4,120103004,街道,挂甲寺街道,
4,120103005,街道,马场街道,
4,120103006,街道,越秀路街道,
4,120103007,街道,友谊路街道,
4,120103008,街道,天塔街道,
4,120103009,街道,尖山街道,
4,120103010,街道,陈塘庄街道,
4,120103011,街道,柳林街道,
4,120103012,街道,东海街道,
4,120103013,街道,梅江街道,
4,120103014,街道,太湖路街道,
3,120104000,市辖区,南开区,
4,120104001,街道,长虹街道,
4,120104002,街道,鼓楼街道,
4,120104003,街道,兴南街道,
4,120104004,街道,广开街道,
4,120104005,街道,万兴街道,
4,120104006,街道,学府街道,
4,120104007,街道,向阳路街道,
4,120104008,街道,嘉陵道街道,
4,120104009,街道,王顶堤街道,
4,120104010,街道,水上公园街道,
4,120104011,街道,体育中心街道,
4,120104012,街道,华苑街道,
3,120105000,市辖区,河北区,
4,120105001,街道,光复道街道,
4,120105002,街道,望海楼街道,
4,120105003,街道,鸿顺里街道,
4,120105004,街道,新开河街道,
4,120105005,街道,铁东路街道,
4,120105006,街道,建昌道街道,
4,120105007,街道,宁园街道,
4,120105008,街道,王串场街道,
4,120105009,街道,江都路街道,
4,120105010,街道,月牙河街道,
3,120106000,市辖区,红桥区,
4,120106001,街道,西于庄街道,
4,120106003,街道,咸阳北路街道,
4,120106004,街道,丁字沽街道,
4,120106005,街道,西沽街道,
4,120106006,街道,三条石街道,
4,120106008,街道,邵公庄街道,
4,120106009,街道,芥园街道,
4,120106010,街道,铃铛阁街道,
4,120106012,街道,和苑街道,
3,120110000,市辖区,东丽区,
4,120110001,街道,张贵庄街道,
4,120110002,街道,丰年村街道,
4,120110003,街道,万新街道,
4,120110004,街道,无瑕街道,
4,120110005,街道,新立街道,
4,120110006,街道,华明街道,
4,120110007,街道,金钟街道,
4,120110008,街道,军粮城街道,
4,120110009,街道,金桥街道,
4,120110010,街道,东丽湖街道,
4,120110011,街道,华新街道,
3,120111000,市辖区,西青区,
4,120111001,街道,西营门街道,
4,120111002,街道,李七庄街道,
4,120111003,街道,赤龙南街道,
4,120111004,街道,赤龙北街道,
4,120111005,街道,津门湖街道,
4,120111100,镇,中北镇,
4,120111101,镇,杨柳青镇,
4,120111102,镇,辛口镇,
4,120111103,镇,张家窝镇,
4,120111104,镇,精武镇,
4,120111105,镇,大寺镇,
4,120111106,镇,王稳庄镇,
3,120112000,市辖区,津南区,
4,120112001,街道,双新街道,
4,120112002,街道,双林街道,
4,120112003,街道,海棠街道,
4,120112100,镇,咸水沽镇,
4,120112101,镇,葛沽镇,
4,120112102,镇,小站镇,
4,120112103,镇,双港镇,
4,120112104,镇,辛庄镇,
4,120112106,镇,双桥河镇,
4,120112107,镇,八里台镇,
4,120112108,镇,北闸口镇,
3,120113000,市辖区,北辰区,
4,120113001,街道,果园新村街道,
4,120113002,街道,集贤里街道,
4,120113003,街道,普东街道,
4,120113004,街道,瑞景街道,
4,120113005,街道,佳荣里街道,
4,120113006,街道,青源街道,
4,120113007,街道,广源街道,
4,120113008,街道,双环邨街道,
4,120113100,镇,天穆镇,
4,120113101,镇,北仓镇,
4,120113102,镇,双街镇,
4,120113103,镇,双口镇,
4,120113104,镇,青光镇,
4,120113106,镇,宜兴埠镇,
4,120113107,镇,小淀镇,
4,120113108,镇,大张庄镇,
4,120113111,镇,西堤头镇,
3,120114000,市辖区,武清区,
4,120114001,街道,杨村街道,
4,120114002,街道,下朱庄街道,
4,120114003,街道,东蒲洼街道,
4,120114004,街道,黄庄街道,
4,120114005,街道,徐官屯街道,
4,120114006,街道,运河西街道,
4,120114101,镇,梅厂镇,
4,120114102,镇,大碱厂镇,
4,120114103,镇,崔黄口镇,
4,120114104,镇,大良镇,
4,120114105,镇,下伍旗镇,
4,120114106,镇,南蔡村镇,
4,120114107,镇,大孟庄镇,
4,120114108,镇,泗村店镇,
4,120114109,镇,河西务镇,
4,120114110,镇,城关镇,
4,120114111,镇,东马圈镇,
4,120114112,镇,黄花店镇,
4,120114113,镇,石各庄镇,
4,120114114,镇,王庆坨镇,
4,120114115,镇,汊沽港镇,
4,120114116,镇,河北屯镇,
4,120114117,镇,上马台镇,
4,120114118,镇,大王古庄镇,
4,120114119,镇,陈咀镇,
4,120114120,镇,白古屯镇,
4,120114121,镇,曹子里镇,
4,120114122,镇,大黄堡镇,
4,120114123,镇,豆张庄镇,
4,120114124,镇,高村镇,
3,120115000,市辖区,宝坻区,
4,120115001,街道,海滨街道,
4,120115002,街道,宝平街道,
4,120115003,街道,钰华街道,
4,120115004,街道,周良街道,
4,120115007,街道,朝霞街道,
4,120115008,街道,潮阳街道,
4,120115101,镇,大口屯镇,
4,120115103,镇,王卜庄镇,
4,120115104,镇,方家庄镇,
4,120115105,镇,林亭口镇,
4,120115106,镇,八门城镇,
4,120115107,镇,大钟庄镇,
4,120115108,镇,新安镇,
4,120115111,镇,霍各庄镇,
4,120115113,镇,新开口镇,
4,120115115,镇,大唐庄镇,
4,120115119,镇,牛道口镇,
4,120115120,镇,史各庄镇,
4,120115121,镇,郝各庄镇,
4,120115123,镇,牛家牌镇,
4,120115124,镇,尔王庄镇,
4,120115125,镇,黄庄镇,
4,120115126,镇,口东镇,
4,120115127,镇,大白庄镇,
3,120116000,市辖区,滨海新区,
4,120116005,街道,杭州道街道,
4,120116006,街道,新河街道,
4,120116007,街道,大沽街道,
4,120116008,街道,新北街道,
4,120116009,街道,北塘街道,
4,120116011,街道,胡家园街道,
4,120116012,街道,泰达街道,
4,120116021,街道,汉沽街道,
4,120116022,街道,寨上街道,
4,120116033,街道,古林街道,
4,120116034,街道,海滨街道,
4,120116036,街道,塘沽街道,
4,120116037,街道,茶淀街道,
4,120116038,街道,大港街道,
4,120116039,街道,新港街道,
4,120116040,街道,新村街道,
4,120116100,镇,新城镇,
4,120116102,镇,杨家泊镇,
4,120116105,镇,太平镇,
4,120116106,镇,小王庄镇,
4,120116107,镇,中塘镇,
3,120117000,市辖区,宁河区,
4,120117001,街道,芦台街道,
4,120117002,街道,桥北街道,
4,120117101,镇,宁河镇,
4,120117102,镇,苗庄镇,
4,120117103,镇,丰台镇,
4,120117104,镇,岳龙镇,
4,120117105,镇,板桥镇,
4,120117106,镇,潘庄镇,
4,120117107,镇,造甲城镇,
4,120117108,镇,七里海镇,
4,120117109,镇,大北涧沽镇,
4,120117110,镇,东棘坨镇,
4,120117111,镇,俵口镇,
4,120117112,镇,廉庄镇,
4,120117113,镇,北淮淀镇,
3,120118000,市辖区,静海区,
4,120118001,街道,华康街道,
4,120118002,街道,朝阳街道,
4,120118100,镇,静海镇,
4,120118101,镇,唐官屯镇,
4,120118102,镇,独流镇,
4,120118103,镇,王口镇,
4,120118104,镇,台头镇,
4,120118105,镇,子牙镇,
4,120118106,镇,陈官屯镇,
4,120118107,镇,中旺镇,
4,120118108,镇,大邱庄镇,
4,120118109,镇,蔡公庄镇,
4,120118110,镇,梁头镇,
4,120118111,镇,团泊镇,
4,120118112,镇,双塘镇,
4,120118113,镇,大丰堆镇,
4,120118114,镇,沿庄镇,
4,120118115,镇,西翟庄镇,
4,120118200,乡,良王庄乡,
4,120118201,乡,杨成庄乡,
3,120119000,市辖区,蓟州区,
4,120119001,街道,文昌街道,
4,120119100,镇,渔阳镇,
4,120119101,镇,洇溜镇,
4,120119102,镇,官庄镇,
4,120119103,镇,马伸桥镇,
4,120119104,镇,下营镇,
4,120119105,镇,邦均镇,
4,120119106,镇,别山镇,
4,120119108,镇,尤古庄镇,
4,120119109,镇,上仓镇,
4,120119111,镇,下仓镇,
4,120119112,镇,罗庄子镇,
4,120119113,镇,白涧镇,
4,120119115,镇,侯家营镇,
4,120119116,镇,桑梓镇,
4,120119117,镇,东施古镇,
4,120119118,镇,下窝头镇,
4,120119119,镇,杨津庄镇,
4,120119120,镇,出头岭镇,
4,120119121,镇,西龙虎峪镇,
4,120119122,镇,穿芳峪镇,
4,120119123,镇,东二营镇,
4,120119124,镇,许家台镇,
4,120119125,镇,礼明庄镇,
4,120119126,镇,东赵各庄镇,
4,120119127,镇,州河湾镇,
4,120119203,民族乡,孙各庄满族乡,
1,130000000,省,河北省,
2,130100000,地级市,石家庄市,
3,130102000,市辖区,长安区,
4,130102001,街道,建北街道,
4,130102002,街道,青园街道,
4,130102003,街道,广安街道,
4,130102004,街道,育才街道,
4,130102005,街道,跃进街道,
4,130102007,街道,河东街道,
4,130102010,街道,长丰街道,
4,130102011,街道,谈固街道,
4,130102012,街道,中山东路街道,
4,130102013,街道,阜康街道,
4,130102014,街道,建安街道,
4,130102015,街道,胜北街道,
4,130102100,镇,西兆通镇,
4,130102101,镇,南村镇,
4,130102102,镇,高营镇,
4,130102103,镇,桃园镇,
3,130104000,市辖区,桥西区,
4,130104001,街道,东里街道,
4,130104002,街道,中山街道,
4,130104004,街道,南长街道,
4,130104005,街道,维明街道,
4,130104007,街道,友谊街道,
4,130104008,街道,红旗街道,
4,130104009,街道,新石街道,
4,130104010,街道,苑东街道,
4,130104011,街道,西里街道,
4,130104012,街道,振头街道,
4,130104013,街道,留营街道,
4,130104014,街道,长兴街道,
4,130104015,街道,东华街道,
4,130104016,街道,休门街道,
4,130104017,街道,彭后街道,
4,130104018,街道,东风街道,
4,130104019,街道,汇通街道,
3,130105000,市辖区,新华区,
4,130105001,街道,革新街道,
4,130105003,街道,新华路街道,
4,130105004,街道,宁安街道,
4,130105005,街道,东焦街道,
4,130105006,街道,西苑街道,
4,130105007,街道,合作路街道,
4,130105008,街道,联盟街道,
4,130105009,街道,石岗街道,
4,130105011,街道,天苑街道,
4,130105012,街道,北苑街道,
4,130105013,街道,赵陵铺路街道,
4,130105014,街道,赵佗路街道,
4,130105015,街道,大郭街道,
4,130105016,街道,西三庄街道,
4,130105017,街道,杜北街道,
3,130107000,市辖区,井陉矿区,
4,130107001,街道,矿市街道,
4,130107002,街道,四微街道,
4,130107100,镇,贾庄镇,
4,130107101,镇,凤山镇,
4,130107200,乡,横涧乡,
3,130108000,市辖区,裕华区,
4,130108001,街道,裕兴街道,
4,130108002,街道,裕强街道,
4,130108003,街道,东苑街道,
4,130108004,街道,建通街道,
4,130108005,街道,槐底街道,
4,130108006,街道,裕华路街道,
4,130108007,街道,裕东街道,
4,130108008,街道,长江街道,
4,130108009,街道,太行街道,
4,130108010,街道,裕翔街道,
4,130108011,街道,建华南街道,
4,130108100,镇,宋营镇,
4,130108101,镇,方村镇,
3,130109000,市辖区,藁城区,
4,130109100,镇,廉州镇,
4,130109101,镇,兴安镇,
4,130109102,镇,贾市庄镇,
4,130109103,镇,南营镇,
4,130109104,镇,梅花镇,
4,130109105,镇,岗上镇,
4,130109106,镇,丘头镇,
4,130109107,镇,南董镇,
4,130109108,镇,张家庄镇,
4,130109109,镇,南孟镇,
4,130109110,镇,增村镇,
4,130109111,镇,常安镇,
4,130109112,镇,西关镇,
4,130109200,民族乡,九门回族乡,
3,130110000,市辖区,鹿泉区,
4,130110100,镇,获鹿镇,
4,130110101,镇,铜冶镇,
4,130110102,镇,寺家庄镇,
4,130110103,镇,上庄镇,
4,130110104,镇,李村镇,
4,130110105,镇,宜安镇,
4,130110106,镇,黄壁庄镇,
4,130110107,镇,大河镇,
4,130110108,镇,山尹村镇,
4,130110200,乡,石井乡,
4,130110201,乡,白鹿泉乡,
4,130110202,乡,上寨乡,
3,130111000,市辖区,栾城区,
4,130111100,镇,栾城镇,
4,130111101,镇,郄马镇,
4,130111102,镇,冶河镇,
4,130111103,镇,窦妪镇,
4,130111104,镇,楼底镇,
4,130111200,乡,南高乡,
4,130111201,乡,柳林屯乡,
4,130111202,乡,西营乡,
3,130121000,县,井陉县,
4,130121100,镇,微水镇,
4,130121101,镇,上安镇,
4,130121102,镇,天长镇,
4,130121103,镇,秀林镇,
4,130121104,镇,南峪镇,
4,130121105,镇,威州镇,
4,130121106,镇,小作镇,
4,130121107,镇,南障城镇,
4,130121108,镇,苍岩山镇,
4,130121109,镇,测鱼镇,
4,130121200,乡,吴家窑乡,
4,130121201,乡,北正乡,
4,130121202,乡,于家乡,
4,130121203,乡,孙庄乡,
4,130121204,乡,南陉乡,
4,130121205,乡,辛庄乡,
4,130121206,乡,南王庄乡,
3,130123000,县,正定县,
4,130123001,街道,诸福屯街道,
4,130123002,街道,三里屯街道,
4,130123100,镇,正定镇,
4,130123102,镇,新城铺镇,
4,130123103,镇,新安镇,
4,130123104,镇,南岗镇,
4,130123105,镇,曲阳桥镇,
4,130123106,镇,南牛镇,
4,130123201,乡,南楼乡,
4,130123202,乡,西平乐乡,
3,130125000,县,行唐县,
4,130125100,镇,龙州镇,
4,130125101,镇,南桥镇,
4,130125102,镇,上碑镇,
4,130125103,镇,口头镇,
4,130125104,镇,上方镇,
4,130125200,乡,独羊岗乡,
4,130125201,乡,安香乡,
4,130125202,乡,只里乡,
4,130125203,乡,市同乡,
4,130125204,乡,翟营乡,
4,130125205,乡,城寨乡,
4,130125207,乡,玉亭乡,
4,130125208,乡,北河乡,
4,130125209,乡,上阎庄乡,
4,130125210,乡,九口子乡,
3,130126000,县,灵寿县,
4,130126100,镇,灵寿镇,
4,130126101,镇,青同镇,
4,130126102,镇,塔上镇,
4,130126103,镇,陈庄镇,
4,130126104,镇,慈峪镇,
4,130126105,镇,岔头镇,
4,130126200,乡,三圣院乡,
4,130126201,乡,北洼乡,
4,130126202,乡,牛城乡,
4,130126203,乡,狗台乡,
4,130126204,乡,南寨乡,
4,130126205,乡,南燕川乡,
4,130126206,乡,北谭庄乡,
4,130126207,乡,寨头乡,
4,130126208,乡,南营乡,
3,130127000,县,高邑县,
4,130127100,镇,高邑镇,
4,130127101,镇,大营镇,
4,130127102,镇,富村镇,
4,130127103,镇,万城镇,
4,130127104,镇,中韩镇,
3,130128000,县,深泽县,
4,130128100,镇,深泽镇,
4,130128101,镇,铁杆镇,
4,130128102,镇,赵八镇,
4,130128103,镇,大桥头镇,
4,130128200,乡,白庄乡,
4,130128201,乡,留村乡,
3,130129000,县,赞皇县,
4,130129100,镇,赞皇镇,
4,130129101,镇,院头镇,
4,130129102,镇,南邢郭镇,
4,130129103,镇,嶂石岩镇,
4,130129104,镇,西龙门镇,
4,130129105,镇,西阳泽镇,
4,130129106,镇,许亭镇,
4,130129202,乡,南清河乡,
4,130129204,乡,土门乡,
4,130129205,乡,黄北坪乡,
4,130129208,乡,张楞乡,
3,130130000,县,无极县,
4,130130100,镇,无极镇,
4,130130101,镇,七汲镇,
4,130130102,镇,张段固镇,
4,130130103,镇,北苏镇,
4,130130104,镇,郭庄镇,
4,130130105,镇,大陈镇,
4,130130106,镇,里城道镇,
4,130130107,镇,东侯坊镇,
4,130130200,民族乡,高头回族乡,
4,130130201,乡,郝庄乡,
4,130130204,乡,南流乡,
3,130131000,县,平山县,
4,130131100,镇,平山镇,
4,130131101,镇,东回舍镇,
4,130131102,镇,温塘镇,
4,130131103,镇,南甸镇,
4,130131104,镇,岗南镇,
4,130131105,镇,古月镇,
4,130131106,镇,下槐镇,
4,130131107,镇,孟家庄镇,
4,130131108,镇,小觉镇,
4,130131109,镇,蛟潭庄镇,
4,130131110,镇,西柏坡镇,
