parent,specific,generic
330327106,望里,镇
330327107,莒溪,镇
330327108,南宋,镇
330327109,霞关,镇
330327110,沿浦,镇
330327112,藻溪,镇
330327122,灵溪,镇
330327124,金乡,镇
330327125,钱库,镇
330327126,马站,镇
330327127,矾山,镇
330327128,桥墩,镇
330327129,赤溪,镇
330327216,凤阳|畲族,乡
330327218,岱岭|畲族,乡
330328101,百丈漈,镇
330328102,二源,镇
330328106,巨屿,镇
330328108,大峃,镇
330328109,珊溪,镇
330328110,玉壶,镇
330328111,南田,镇
330328112,黄坦,镇
330328113,西坑|畲族,镇
330328114,峃口,镇
330328115,周壤,镇
330328116,铜铃山,镇
330328210,桂山,乡
330328211,双桂,乡
330328212,平和,乡
330328213,公阳,乡
330328217,周山|畲族,乡
330329102,百丈,镇
330329111,罗阳,镇
330329112,司前|畲族,镇
330329113,筱村,镇
330329114,泗溪,镇
330329115,彭溪,镇
330329116,雅阳,镇
330329117,仕阳,镇
330329118,三魁,镇
330329120,南浦溪,镇
330329121,龟湖,镇
330329122,西旸,镇
330329201,东溪,乡
330329202,凤垟,乡
330329203,柳峰,乡
330329204,竹里|畲族,乡
330329206,雪溪,乡
330329208,大安,乡
330329210,包垟,乡
330381001,安阳,街道
330381002,上望,街道
330381003,东山,街道
330381004,玉海,街道
330381005,锦湖,街道
330381006,莘塍,街道
330381007,汀田,街道
330381008,南滨,街道
330381009,飞云,街道
330381010,仙降,街道
330381011,潘岱,街道
330381012,云周,街道
330381101,塘下,镇
330381125,陶山,镇
330381126,湖岭,镇
330381127,马屿,镇
330381128,高楼,镇
330381129,桐浦,镇
330381130,曹村,镇
330381131,林川,镇
330381132,平阳坑,镇
330381201,北麂,乡
330381202,芳庄,乡
330382001,城东,街道
330382002,城南,街道
330382003,盐盆,街道
330382004,翁垟,街道
330382005,白石,街道
330382006,石帆,街道
330382007,天成,街道
330382008,乐成,街道
330382104,雁荡,镇
330382121,柳市,镇
330382122,北白象,镇
330382123,虹桥,镇
330382124,淡溪,镇
330382125,清江,镇
330382126,芙蓉,镇
330382127,大荆,镇
330382128,仙溪,镇
330382129,磐石,镇
330382130,蒲岐,镇
330382131,南岳,镇
330382132,南塘,镇
330382133,湖雾,镇
330382200,岭底,乡
330382201,智仁,乡
330382202,龙西,乡
330402010,南湖,街道
330402012,七星,街道
330402013,东栅,街道
330402014,城南,街道
330402015,长水,街道
330402016,禾兴,街道
330402100,凤桥,镇
330402101,余新,镇
330402103,新丰,镇
330402105,大桥,镇
330411002,新城,街道
330411003,高照,街道
330411004,嘉北,街道
330411005,塘汇,街道
330411101,王江泾,镇
330411103,油车港,镇
330411104,新塍,镇
330411105,王店,镇
330411106,洪合,镇
330421001,罗星,街道
330421002,魏塘,街道
330421003,惠民,街道
330421102,大云,镇
330421103,西塘,镇
330421105,干窑,镇
330421107,陶庄,镇
330421111,天凝,镇
330421112,姚庄,镇
330424001,武原,街道
330424002,秦山,街道
330424003,望海,街道
330424004,西塘桥,街道
330424101,沈荡,镇
330424102,百步,镇
330424103,于城,镇
330424105,澉浦,镇
330424106,通元,镇
330481001,马桥,街道
330481002,海昌,街道
330481003,海洲,街道
330481004,硖石,街道
330481101,许村,镇
330481103,长安,镇
330481105,周王庙,镇
330481106,丁桥,镇
330481107,斜桥,镇
330481108,黄湾,镇
330481110,盐官,镇
330481112,袁花,镇
330482001,当湖,街道
330482002,曹桥,街道
330482003,钟埭,街道
330482101,乍浦,镇
330482102,新埭,镇
330482103,新仓,镇
330482106,广陈,镇
330482107,林埭,镇
330482108,独山港,镇
330483001,梧桐,街道
330483003,凤鸣,街道
330483008,高桥,街道
330483100,乌镇,镇
330483101,濮院,镇
330483102,屠甸,镇
330483103,石门,镇
330483104,河山,镇
330483105,洲泉,镇
330483106,大麻,镇
330483107,崇福,镇
330502001,月河,街道
330502002,朝阳,街道
330502003,爱山,街道
330502004,飞英,街道
330502005,龙泉,街道
330502006,凤凰,街道
330502007,湖东,街道
330502008,仁皇山,街道
330502009,滨湖,街道
330502010,康山,街道
330502011,环渚,街道
330502012,龙溪,街道
330502013,杨家埠,街道
330502100,织里,镇
330502101,八里店,镇
330502102,妙西,镇
330502103,东林,镇
330502104,埭溪,镇
330502200,道场,乡
330503001,东迁,街道
330503002,旧馆,街道
330503100,南浔,镇
330503101,练市,镇
330503102,双林,镇
330503103,菱湖,镇
330503104,和孚,镇
330503105,善琏,镇
330503107,千金,镇
330503108,石淙,镇
330521001,下渚湖,街道
330521002,武康,街道
330521003,舞阳,街道
330521004,阜溪,街道
330521005,康乾,街道
330521101,乾元,镇
330521103,洛舍,镇
330521110,雷甸,镇
330521113,钟管,镇
330521114,新市,镇
330521115,新安,镇
330521116,禹越,镇
330521117,莫干山,镇
330521602,三合,乡
330522001,雉城,街道
330522002,画溪,街道
330522003,太湖,街道
330522004,龙山,街道
330522101,洪桥,镇
330522102,李家巷,镇
330522103,夹浦,镇
330522104,林城,镇
330522105,泗安,镇
330522106,虹星桥,镇
330522107,和平,镇
330522108,小浦,镇
330522109,煤山,镇
330522200,水口,乡
330522202,吕山,乡
330523001,递铺,街道
330523002,昌硕,街道
330523003,灵峰,街道
330523004,孝源,街道
330523101,梅溪,镇
330523103,鄣吴,镇
330523104,杭垓,镇
330523105,孝丰,镇
330523106,报福,镇
330523107,章村,镇
330523108,天荒坪,镇
330523111,天子湖,镇
330523201,溪龙,乡
330523205,上墅,乡
330523206,山川,乡
330602001,塔山,街道
330602002,府山,街道
330602004,北海,街道
330602005,城南,街道
330602006,稽山,街道
330602007,迪荡,街道
330602008,东湖,街道
330602009,灵芝,街道
330602010,东浦,街道
330602011,鉴湖,街道
330602012,斗门,街道
330602013,皋埠,街道
330602014,马山,街道
330602015,孙端,街道
330602016,陶堰,街道
330602017,沥海,街道
330602109,富盛,镇
330602603,蕺山,街道
330603001,柯桥,街道
330603002,柯岩,街道
330603003,华舍,街道
330603004,湖塘,街道
330603005,齐贤,街道
330603006,安昌,街道
330603007,兰亭,街道
330603008,福全,街道
330603009,钱清,街道
330603010,马鞍,街道
330603011,杨汛桥,街道
330603104,平水,镇
330603106,王坛,镇
330603108,稽东,镇
330603110,漓渚,镇
330603111,夏履,镇
330604001,百官,街道
330604002,曹娥,街道
330604003,东关,街道
330604004,道墟,街道
330604005,梁湖,街道
330604006,小越,街道
330604007,崧厦,街道
330604101,长塘,镇
330604102,上浦,镇
330604103,汤浦,镇
330604104,章镇,镇
330604105,下管,镇
330604106,丰惠,镇
330604107,永和,镇
330604109,驿亭,镇
330604111,谢塘,镇
330604112,盖北,镇
330604200,岭南,乡
330604201,陈溪,乡
330604202,丁宅,乡
330624001,南明,街道
330624002,羽林,街道
330624003,七星,街道
330624004,澄潭,街道
330624108,沙溪,镇
330624109,镜岭,镇
330624110,儒岙,镇
330624111,回山,镇
330624112,沃洲,镇
330624113,小将,镇
330624200,城南,乡
330624201,东茗,乡
330681001,暨阳,街道
330681002,浣东,街道
330681003,陶朱,街道
330681004,暨南,街道
330681005,大唐,街道
330681102,应店街,镇
330681103,次坞,镇
330681104,店口,镇
330681106,姚江,镇
330681108,山下湖,镇
330681109,枫桥,镇
330681110,赵家,镇
330681111,马剑,镇
330681112,五泄,镇
330681115,牌头,镇
330681116,同山,镇
330681117,安华,镇
330681119,璜山,镇
330681120,陈宅,镇
330681121,岭北,镇
330681122,浬浦,镇
330681123,东白湖,镇
330681201,东和,乡
330683001,剡湖,街道
330683002,三江,街道
330683003,鹿山,街道
330683004,浦口,街道
330683100,甘霖,镇
330683101,长乐,镇
330683102,崇仁,镇
330683103,黄泽,镇
330683104,三界,镇
330683107,仙岩,镇
330683110,下王,镇
330683111,石璜,镇
330683112,谷来,镇
330683113,金庭,镇
330683206,贵门,乡
330702001,城东,街道
330702002,城中,街道
330702003,城西,街道
330702004,城北,街道
330702005,江南,街道
330702006,三江口,街道
330702007,西关,街道
330702008,秋滨,街道
330702009,新狮,街道
330702100,罗店,镇
330702101,雅畈,镇
330702102,安地,镇
330702103,白龙桥,镇
330702104,琅琊,镇
330702105,蒋堂,镇
330702106,汤溪,镇
330702107,罗埠,镇
330702108,洋埠,镇
330702201,乾西,乡
330702202,竹马,乡
330702203,长山,乡
330702204,箬阳,乡
330702205,沙畈,乡
330702206,塔石,乡
330702207,岭上,乡
330702208,莘畈,乡
330702209,苏孟,乡
330703001,多湖,街道
330703002,东孝,街道
330703101,孝顺,镇
330703102,傅村,镇
330703103,曹宅,镇
330703104,澧浦,镇
330703105,岭下,镇
330703106,江东,镇
330703107,塘雅,镇
330703108,赤松,镇
330703200,源东,乡
330723001,白洋,街道
330723002,壶山,街道
330723003,熟溪,街道
330723100,柳城|畲族,镇
330723101,履坦,镇
330723102,桐琴,镇
330723103,泉溪,镇
330723104,新宅,镇
330723105,王宅,镇
330723106,桃溪,镇
330723107,茭道,镇
330723200,大田,乡
330723201,白姆,乡
330723202,俞源,乡
330723203,坦洪,乡
330723204,西联,乡
330723205,三港,乡
330723206,大溪口,乡
330726001,浦南,街道
330726002,仙华,街道
330726003,浦阳,街道
330726101,黄宅,镇
330726102,白马,镇
330726103,郑家坞,镇
330726104,郑宅,镇
330726105,岩头,镇
330726106,檀溪,镇
330726107,杭坪,镇
330726200,大畈,乡
330726201,中余,乡
330726202,前吴,乡
330726203,花桥,乡
330726204,虞宅,乡
330727001,安文,街道
330727002,新渥,街道
330727102,尖山,镇
330727103,仁川,镇
330727104,大盘,镇
330727105,方前,镇
330727106,玉山,镇
330727107,尚湖,镇
330727108,冷水,镇
330727201,双峰,乡
330727203,双溪,乡
330727205,窈川,乡
330727206,盘峰,乡
330727211,九和,乡
330781001,兰江,街道
330781002,云山,街道
330781003,上华,街道
330781004,永昌,街道
330781005,赤溪,街道
330781006,女埠,街道
330781101,游埠,镇
330781102,诸葛,镇
330781103,黄店,镇
330781104,香溪,镇
330781106,梅江,镇
330781109,马涧,镇
330781110,横溪,镇
330781200,灵洞,乡
330781201,柏社,乡
330781202,水亭|畲族,乡
330782001,稠城,街道
330782002,江东,街道
330782003,稠江,街道
330782004,北苑,街道
330782005,后宅,街道
330782006,城西,街道
330782007,廿三里,街道
330782008,福田,街道
330782100,佛堂,镇
330782101,赤岸,镇
330782102,义亭,镇
330782104,上溪,镇
330782105,苏溪,镇
330782106,大陈,镇
330783001,吴宁,街道
330783002,南市,街道
330783003,白云,街道
330783004,江北,街道
330783005,城东,街道
330783006,六石,街道
330783128,歌山,镇
330783129,巍山,镇
330783130,虎鹿,镇
330783131,佐村,镇
330783133,东阳江,镇
330783134,湖溪,镇
330783135,横店,镇
330783136,马宅,镇
330783137,千祥,镇
330783138,南马,镇
330783139,画水,镇
330783200,三单,乡
330784001,东城,街道
330784002,西城,街道
330784003,江南,街道
330784100,石柱,镇
330784101,古山,镇
330784102,象珠,镇
330784103,龙山,镇
330784104,花街,镇
330784105,方岩,镇
330784106,舟山,镇
330784107,前仓,镇
330784108,唐先,镇
330784109,西溪,镇
330784110,芝英,镇
330802001,府山,街道
330802004,荷花,街道
330802005,新新,街道
330802007,双港,街道
330802008,信安,街道
330802009,花园,街道
330802010,白云,街道
330802011,衢化,街道
330802014,黄家,街道
330802100,石梁,镇
330802101,航埠,镇
330802200,姜家山,乡
330802201,万田,乡
330802202,石室,乡
330802209,七里,乡
330802210,九华,乡
330802211,沟溪,乡
330802212,华墅,乡
330803001,樟潭,街道
330803002,浮石,街道
330803003,路港,街道
330803100,上方,镇
330803101,峡川,镇
330803102,杜泽,镇
330803103,莲花,镇
330803105,高家,镇
330803109,全旺,镇
330803110,大洲,镇
330803111,后溪,镇
330803112,廿里,镇
330803113,湖南,镇
330803116,云溪,镇
330803202,太真,乡
330803203,双桥,乡
330803206,周家,乡
330803212,黄坛口,乡
330822001,天马,街道
330822002,紫港,街道
330822003,金川,街道
330822101,辉埠,镇
330822102,芳村,镇
330822103,球川,镇
330822104,白石,镇
330822105,招贤,镇
330822106,青石,镇
330822200,何家,乡
330822208,新昌,乡
330822211,同弓,乡
330822213,大桥头,乡
330822214,东案,乡
330824001,芹阳,街道
330824101,华埠,镇
330824102,马金,镇
330824103,村头,镇
330824104,池淮,镇
330824106,桐村,镇
330824107,杨林,镇
330824108,苏庄,镇
330824109,齐溪,镇
330824118,音坑,镇
330824200,林山,乡
330824205,长虹,乡
330824208,何田,乡
330825001,东华,街道
330825002,龙洲,街道
330825101,湖镇,镇
330825102,小南海,镇
330825103,溪口,镇
330825104,横山,镇
330825105,塔石,镇
330825106,詹家,镇
330825201,罗家,乡
330825203,庙下,乡
330825204,沐尘|畲族,乡
330825206,模环,乡
330825207,石佛,乡
330825209,社阳,乡
330825211,大街,乡
330881001,双塔,街道
330881002,虎山,街道
330881003,清湖,街道
330881102,上余,镇
330881103,贺村,镇
330881105,坛石,镇
330881106,大桥,镇
330881107,四都,镇
330881109,新塘边,镇
330881110,凤林,镇
330881111,峡口,镇
330881112,廿八都,镇
330881113,长台,镇
330881114,石门,镇
330881200,大陈,乡
330881201,碗窑,乡
330881202,保安,乡
330881204,张村,乡
330881205,塘源口,乡
330902002,昌国,街道
330902003,环南,街道
330902004,城东,街道
330902005,盐仓,街道
330902006,临城,街道
330902007,小沙,街道
330902008,岑港,街道
330902009,马岙,街道
330902010,双桥,街道
330902011,千岛,街道
330902100,金塘,镇
330902104,白泉,镇
330902105,干𬒗,镇
330903001,沈家门,街道
330903003,东港,街道
330903004,展茅,街道
330903005,朱家尖,街道
330903102,虾峙,镇
330903104,桃花,镇
330903105,东极,镇
330903106,六横,镇
330903107,普陀山,镇
330921100,高亭,镇
330921101,东沙,镇
330921102,岱东,镇
330921103,岱西,镇
330921105,长涂,镇
330921106,衢山,镇
330921200,秀山,乡
330922100,菜园,镇
330922101,嵊山,镇
330922102,洋山,镇
330922200,五龙,乡
330922201,黄龙,乡
330922202,枸杞,乡
330922203,花鸟,乡
331002001,海门,街道
331002002,白云,街道
331002003,葭沚,街道
331002004,洪家,街道
331002005,三甲,街道
331002006,下陈,街道
331002007,前所,街道
331002008,章安,街道
331002009,海虹,街道
331002101,大陈,镇
331003001,东城,街道
331003002,南城,街道
331003003,西城,街道
331003004,北城,街道
331003005,新前,街道
331003006,澄江,街道
331003007,江口,街道
331003008,高桥,街道
331003101,宁溪,镇
331003102,北洋,镇
331003103,头陀,镇
331003107,院桥,镇
331003108,沙埠,镇
331003200,屿头,乡
331003201,上郑,乡
331003202,富山,乡
331003203,茅畲,乡
331003204,上垟,乡
331003205,平田,乡
331004001,路南,街道
331004002,路桥,街道
331004003,路北,街道
331004004,螺洋,街道
331004005,桐屿,街道
331004006,峰江,街道
331004103,新桥,镇
331004104,横街,镇
331004106,金清,镇
331004107,蓬街,镇
331022001,海游,街道
331022002,海润,街道
331022003,沙柳,街道
331022102,珠岙,镇
331022103,亭旁,镇
331022105,健跳,镇
331022106,横渡,镇
331022108,花桥,镇
331022110,浦坝港,镇
331022205,蛇蟠,乡
331023001,赤城,街道
331023002,福溪,街道
331023003,始丰,街道
331023101,白鹤,镇
331023102,石梁,镇
331023104,街头,镇
331023105,平桥,镇
331023106,坦头,镇
331023107,三合,镇
331023108,洪畴,镇
331023200,三州,乡
331023203,龙溪,乡
331023204,雷峰,乡
331023207,南屏,乡
331023209,泳溪,乡
331024001,福应,街道
331024002,南峰,街道
331024003,安洲,街道
331024101,横溪,镇
331024102,埠头,镇
331024103,白塔,镇
331024104,田市,镇
331024105,官路,镇
331024106,下各,镇
331024107,朱溪,镇
331024200,安岭,乡
331024201,溪港,乡
331024202,湫山,乡
331024203,淡竹,乡
331024204,皤滩,乡
331024205,上张,乡
331024206,步路,乡
331024207,广度,乡
331024209,大战,乡
331024210,双庙,乡
331081001,太平,街道
331081002,城东,街道
331081003,城西,街道
331081004,城北,街道
331081005,横峰,街道
331081100,泽国,镇
331081101,大溪,镇
331081102,松门,镇
331081103,箬横,镇
331081104,新河,镇
331081105,石塘,镇
331081106,滨海,镇
331081107,温峤,镇
331081108,城南,镇
331081109,石桥头,镇
331081110,坞根,镇
331082001,古城,街道
331082002,大洋,街道
331082003,江南,街道
331082004,大田,街道
331082005,邵家渡,街道
331082100,汛桥,镇
331082101,东塍,镇
331082103,汇溪,镇
331082104,小芝,镇
331082105,河头,镇
331082106,白水洋,镇
331082107,括苍,镇
331082108,永丰,镇
331082109,尤溪,镇
331082110,涌泉,镇
331082111,沿江,镇
331082112,杜桥,镇
331082113,上盘,镇
331082114,桃渚,镇
331083001,玉城,街道
331083002,坎门,街道
331083003,大麦屿,街道
331083100,清港,镇
331083101,楚门,镇
331083102,干江,镇
331083103,沙门,镇
331083104,芦浦,镇
331083105,龙溪,镇
331083200,鸡山,乡
331083201,海山,乡
331102001,紫金,街道
331102002,岩泉,街道
331102003,万象,街道
